Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
2019,1,Santa Cruz,250,1280,21990,2731,7020,260,4,0,25606
2019,1,Santa Fe,3330,2935,296798,122959,153212,74575,36502,18591,732320
2019,1,Santiago Del Estero,390,3372,62895,20691,3959,850,494,0,91535
2019,1,Tierra Del Fuego,60,1310,38851,3623,6410,800,29,0,43361
2019,1,Tucumán,160,5188,82240,42877,2621,8470,14839,0,172217
2018,4,Buenos Aires,134673,73761,1422463,194426,577679,949093,265386,19125,3636606
2018,4,Capital Federal,740,7388,283281,143309,330496,437662,186810,0,1389020
2018,4,Catamarca,340,1669,17955,6425,5461,290,7,2003,33583
2018,4,Chaco,690,3405,36437,25633,18965,12393,6368,0,103270
2018,4,Chubut,660,3917,66061,6215,5310,6230,165,1144,78722
2018,4,Córdoba,810,24102,228475,97277,201639,128053,48809,8903,737339
2018,4,Corrientes,100,6438,37376,26562,15498,9688,5029,0,100601
2018,4,Entre Ríos,180,8769,94780,50027,29002,18146,7612,13693,222047
2018,4,Formosa,111,3074,22962,5285,9027,2092,1654,0,45204
2018,4,Jujuy,270,2803,30727,7811,4021,300,1141,43573,90133
2018,4,La Pampa,2410,7727,70508,3661,9780,1328,270,9230,85636
2018,4,La Rioja,90,1164,40285,4088,5216,170,869,30,51651
2018,4,Mendoza,200,1463,197450,2494,4726,190,132,0,206304
2018,4,Misiones,470,5981,43267,26019,19226,16566,5167,0,116273
2018,4,Neuquén,1328,3044,52313,1781,21452,17135,11025,6287,114365
2018,4,Río Negro,3840,1225,83412,6430,1344,9569,5070,3094,116837
2018,4,Salta,490,3659,58492,36365,2291,10861,2242,0,134578
2018,4,San Juan,220,1465,59811,1800,3120,10,1,6060,62398
2018,4,San Luis,570,1090,19164,53183,1190,620,2,23635,96331
2018,4,Santa Cruz,250,1150,23107,7790,2060,10,4,5310,24768
2018,4,Santa Fe,3350,31397,276301,121009,152039,74432,36427,2845,720390
2018,4,Santiago Del Estero,390,325,61347,20127,3686,770,483,3260,89335
2018,4,Tierra Del Fuego,60,270,29919,6323,9894,240,67,0,46260
2018,4,Tucumán,160,5244,82089,42766,26111,8470,14839,920,172004
2018,3,Buenos Aires,9910,80459,1445733,190805,63609,897964,237248,120464,3609754
2018,3,Capital Federal,730,8493,287919,147253,370677,41502,165055,0,1394490
2018,3,Catamarca,340,1994,18475,6358,532,340,7,2151,34373
2018,3,Chaco,700,3503,38729,24916,20335,11085,5667,1035,105340
2018,3,Chubut,670,3951,91096,6162,5310,6230,164,0,102594
2018,3,Córdoba,810,24767,224471,96372,221984,109333,39854,649,723352
2018,3,Corrientes,110,6754,38364,24953,16601,8357,4419,0,99459
2018,3,Entre Ríos,180,9048,96095,45651,31353,15111,6786,0,204062
2018,3,Formosa,111,3365,22624,5259,9336,1729,1434,0,44857
2018,3,Jujuy,3450,302,29048,7756,4066,390,623,0,44897
2018,3,La Pampa,2420,8417,68507,3153,9200,1189,216,6980,83342
2018,3,La Rioja,90,1291,40647,4138,5425,200,339,0,51869
2018,3,Mendoza,200,1525,199297,2476,4727,270,129,0,208201
2018,3,Misiones,480,5749,39617,24747,21212,14674,4547,0,110594
2018,3,Neuquén,1396,2244,55822,1647,23785,15218,9718,6105,115935
2018,3,Río Negro,4090,5221,75929,5120,14912,847,4332,3719,113504
2018,3,Salta,1160,3721,61795,32782,25582,9224,502,0,133722
2018,3,San Juan,220,1326,62525,1800,3120,30,1,0,64369
2018,3,San Luis,570,1090,19170,5294,1190,630,2,1902,74362
2018,3,Santa Cruz,260,1160,32815,7780,2060,10,3,0,33945
2018,3,Santa Fe,4670,36786,269211,115907,162545,62479,31266,13911,692572
2018,3,Santiago Del Estero,410,255,60260,19116,3806,640,265,0,86102
2018,3,Tierra Del Fuego,60,1870,41569,227,2310,240,13,0,44300
2018,3,Tucumán,160,5993,81559,43282,27062,9410,12187,0,171040
2018,2,Buenos Aires,1009,81354,1459443,295457,816056,536049,199589,113357,3502314
2018,2,Capital Federal,730,9234,290291,219166,445345,264805,142253,0,1371167
2018,2,Catamarca,340,2414,14624,6112,4347,360,6,65,34073
2018,2,Chaco,700,2968,34167,24282,21887,9251,4630,1035,98290
2018,2,Chubut,670,4471,85598,5369,40,50,9,501,100533
2018,2,Córdoba,810,21779,219630,102596,244291,78852,34950,811,710289
2018,2,Corrientes,110,7047,38268,24066,17926,678,3862,0,97960
2018,2,Entre Ríos,180,8179,94459,4457,34281,12012,5920,0,199439
2018,2,Formosa,111,3568,22409,5176,9727,1313,1243,0,44546
2018,2,Jujuy,3450,332,29319,8083,3977,440,7,0,45095
2018,2,La Pampa,2440,8797,68083,2409,9650,9690,179,6980,82344
2018,2,La Rioja,90,1384,40679,4198,564,200,15,0,51945
2018,2,Mendoza,200,1658,164596,5150,2660,170,72,33788,200932
2018,2,Misiones,480,6092,39489,23569,23747,11888,3866,0,108699
2018,2,Neuquén,1396,2408,56035,1314,26417,12442,8551,6105,114668
2018,2,Río Negro,4090,5298,75056,5230,1648,6663,3725,3975,112129
2018,2,Salta,1160,399,61763,33285,28431,7239,182,0,135006
2018,2,San Juan,220,1378,57591,110,0,30,0,5068,64073
2018,2,San Luis,570,1010,11992,110,0,70,2,9284,21454
2018,2,Santa Cruz,260,1200,28600,6550,1000,10,3,4267,33772
2018,2,Santa Fe,7440,34267,262603,112143,17554,50525,26512,22257,684591
2018,2,Santiago Del Estero,410,2717,41362,18721,3278,310,31,17589,83770
2018,2,Tierra Del Fuego,60,1880,40912,2217,750,0,0,1070,43505
2018,2,Tucumán,160,6735,79899,44968,27059,1084,8784,1305,169850
2018,1,Buenos Aires,1514,74766,1445752,292732,886678,480237,184203,105818,3471700
2018,1,Capital Federal,890,10039,292566,222737,487826,227953,127384,0,1368594
2018,1,Catamarca,340,2896,14770,6145,3539,410,4,65,33929
2018,1,Chaco,700,3261,32516,24488,23296,8219,3897,1035,96782
2018,1,Chubut,670,4314,83161,5358,40,50,9,501,97928
2018,1,Córdoba,2810,23922,222815,1043,266259,57137,29228,10049,713991
2018,1,Corrientes,110,5005,37152,24038,19068,589,3256,0,94420
2018,1,Entre Ríos,180,8861,90080,45599,37401,9818,5071,0,196848
2018,1,Formosa,111,3803,10092,5117,10061,1091,1046,0,32320
2018,1,Jujuy,3450,4807,27219,8044,3925,490,4,0,44393
2018,1,La Pampa,2450,8119,67104,1616,1076,6140,98,3503,82375
2018,1,La Rioja,90,1485,40680,4217,5831,190,1,0,52242
2018,1,Mendoza,200,1662,164599,5010,2660,190,72,33788,200927
2018,1,Misiones,480,47,35820,23291,26223,10241,3219,0,103542
2018,1,Neuquén,1396,2367,59468,1311,29012,9709,7378,6105,116746
2018,1,Río Negro,4090,5333,74894,5300,17997,4972,3129,3975,111239
2018,1,Salta,1160,4459,60334,33088,30771,5145,88,0,134001
2018,1,San Juan,220,1058,57078,110,0,30,0,5068,63240
2018,1,San Luis,570,1010,11920,110,0,70,2,9284,21382
2018,1,Santa Cruz,260,1200,28600,6550,1000,10,3,4267,33772
2018,1,Santa Fe,1359,33639,262008,108576,1889,39589,22801,23181,680053
2018,1,Santiago Del Estero,410,291,41298,18914,3449,330,2,17589,84236
2018,1,Tierra Del Fuego,60,3070,33987,20,0,0,0,1070,34409
2018,1,Tucumán,160,7472,78811,45675,26405,1218,7082,1305,167984
2017,4,Buenos Aires,3865,55046,1551194,264645,712513,33514,151747,114182,3188332
2017,4,Capital Federal,3140,31411,517018,28404,45812,178396,114939,0,1584238
2017,4,Catamarca,340,3182,15315,5904,2927,430,2,2151,29558
2017,4,Chaco,700,3432,37144,24088,20123,729,3289,1035,96471
2017,4,Chubut,670,4313,83676,5355,70,50,9,0,93432
2017,4,Córdoba,2910,25411,280837,102892,217602,40898,24251,8429,700611
2017,4,Corrientes,110,522,41080,23686,16046,5053,2675,0,93771
2017,4,Entre Ríos,1685,9078,95466,45189,3001,7958,4113,0,193499
2017,4,Formosa,111,4061,13220,4867,6996,9770,824,0,32055
2017,4,Jujuy,3450,5364,26566,7721,3507,440,3,0,43550
2017,4,La Pampa,3100,8729,66053,1227,7920,3910,81,3503,81086
2017,4,La Rioja,90,1488,40777,4083,5813,220,3,0,52195
2017,4,Mendoza,260,1656,177646,4380,2780,290,81,0,180154
2017,4,Misiones,1053,39,41723,23131,22262,9091,2735,0,103895
2017,4,Neuquén,1396,2372,68036,1325,22781,7528,6300,6105,115843
2017,4,Río Negro,4090,5598,81078,4850,12502,3447,2440,3719,109678
2017,4,Salta,6360,4275,73284,32842,18968,3559,84,0,133648
2017,4,San Juan,220,1062,57525,90,0,20,2,0,58622
2017,4,San Luis,590,1010,12822,80,0,10,7,1902,14900
2017,4,Santa Cruz,680,780,29073,6550,1000,10,3,0,29978
2017,4,Santa Fe,3109,34132,309998,108939,151329,30736,19602,14119,671964
2017,4,Santiago Del Estero,410,3091,43544,18773,3359,320,2,0,68842
2017,4,Tierra Del Fuego,60,3100,31334,20,0,0,0,0,31652
2017,4,Tucumán,1050,8164,78750,45241,24318,1303,4367,0,162248
2017,3,Buenos Aires,6577,51411,1733479,311652,676137,140812,108400,0,3028468
2017,3,Capital Federal,2830,33924,590689,311411,4263,120675,91917,0,1575199
2017,3,Catamarca,520,3204,15383,5758,2563,500,1,0,27011
2017,3,Chaco,950,3496,40059,23008,20307,3827,2004,0,92796
2017,3,Chubut,4360,3989,71843,2336,30,0,0,0,78607
2017,3,Córdoba,3270,26154,309161,100113,189302,38131,16741,0,679929
2017,3,Corrientes,240,5629,44305,22785,15576,2635,1607,0,92561
2017,3,Entre Ríos,1691,7545,98032,42947,29011,3878,2397,0,185501
2017,3,Formosa,1063,3716,13752,5187,6056,8990,459,0,31132
2017,3,Jujuy,3370,5723,26835,7369,2962,410,2,0,43269
2017,3,La Pampa,3430,8244,64794,8550,5880,3270,51,0,75202
2017,3,La Rioja,160,1497,40882,3899,5604,230,3,0,51924
2017,3,Mendoza,320,950,158461,1150,670,290,19,0,158818
2017,3,Misiones,1058,4123,42900,22808,23913,3843,1881,0,100526
2017,3,Neuquén,2036,1457,72532,1034,20213,7067,4937,0,109276
2017,3,Río Negro,4220,5641,83900,3060,10116,2965,1659,0,105009
2017,3,Salta,6450,4494,78830,32433,1462,2315,63,0,133400
2017,3,San Juan,310,1077,57582,10,0,20,2,0,58695
2017,3,San Luis,630,30,12325,70,0,10,7,0,12406
2017,3,Santa Cruz,1880,230,29102,5420,660,330,1,0,29955
2017,3,Santa Fe,3116,34019,320017,104453,125339,24536,12982,0,624462
2017,3,Santiago Del Estero,690,3288,40435,18489,3047,300,2,0,65360
2017,3,Tierra Del Fuego,90,2970,33858,0,0,0,0,0,34164
2017,3,Tucumán,1090,8948,83070,45302,20514,1361,655,0,159959
2017,2,Buenos Aires,7548,47472,1910156,299009,573298,93059,46178,0,2976720
2017,2,Capital Federal,5560,35663,726223,30497,378571,80234,37977,0,1564194
2017,2,Catamarca,150,3318,15655,5325,2342,470,1,0,26703
2017,2,Chaco,1910,3733,42590,22349,18044,3157,545,0,90609
2017,2,Chubut,4030,4186,73760,188,0,0,0,0,80229
2017,2,Córdoba,2510,26862,370865,88479,146683,20351,5069,0,658560
2017,2,Corrientes,150,5912,46483,21776,13043,2218,647,0,90094
2017,2,Entre Ríos,168,7944,104422,418,23524,2604,823,0,182797
2017,2,Formosa,1486,3419,14787,4795,4583,7490,139,0,29958
2017,2,Jujuy,3110,5877,26915,6974,2538,420,1,0,42658
2017,2,La Pampa,3560,8633,59045,5580,3360,2440,21,0,69193
2017,2,La Rioja,90,1554,9304,3599,1796,240,2,0,16288
2017,2,Mendoza,1090,240,177203,920,500,50,22,0,177505
2017,2,Misiones,1011,4447,47244,22033,21599,2892,570,0,99796
2017,2,Neuquén,1542,1395,81272,8490,18051,4774,1703,0,109586
2017,2,Río Negro,9730,5606,88085,2450,799,1921,559,0,105379
2017,2,Salta,5940,4719,67576,23185,11333,1068,76,0,108551
2017,2,San Juan,150,1930,58588,0,0,0,4,0,58800
2017,2,San Luis,80,40,14014,0,0,10,2,0,14029
2017,2,Santa Cruz,1880,240,30913,5410,660,330,0,0,31765
2017,2,Santa Fe,4967,38721,311830,92854,97563,16794,4275,0,567004
2017,2,Santiago Del Estero,260,3539,20384,6432,2802,160,0,0,33199
2017,2,Tierra Del Fuego,160,2850,35409,0,0,0,0,0,35710
2017,2,Tucumán,960,9236,83342,42536,17788,1371,21,0,154390
2017,1,Buenos Aires,6017,83918,2057698,402315,52354,90937,22299,0,3186724
2017,1,Capital Federal,5100,1409,678922,218487,277195,66536,19881,0,1262940
2017,1,Catamarca,150,3328,15861,4901,2161,490,0,0,26315
2017,1,Chaco,1910,3835,44544,21467,15671,3025,314,0,89047
2017,1,Chubut,4010,4182,73759,1808,0,0,0,0,80150
2017,1,Córdoba,500,28732,391556,82011,118643,19035,2071,0,642098
2017,1,Corrientes,150,604,48149,20586,11468,2044,303,0,88605
2017,1,Entre Ríos,168,808,108379,39146,20562,2254,317,0,180418
2017,1,Formosa,1535,3538,15473,4446,4058,6350,22,0,29707
2017,1,Jujuy,3300,6213,27824,6486,2306,440,0,0,43203
2017,1,La Pampa,3620,9279,57739,3310,1920,1650,11,0,68079
2017,1,La Rioja,90,1578,9486,3409,1718,220,2,0,16224
2017,1,Mendoza,1060,150,177201,860,500,50,22,0,177485
2017,1,Misiones,101,4665,45950,23847,19356,2627,166,0,97621
2017,1,Neuquén,1547,1418,83813,9020,1513,4223,458,0,107491
2017,1,Río Negro,9860,5647,89622,2460,6738,1594,200,0,105033
2017,1,Salta,5790,4861,70922,21554,9386,2670,74,0,107643
2017,1,San Juan,80,1920,58588,0,0,0,4,0,58792
2017,1,San Luis,80,40,14014,0,0,10,2,0,14029
2017,1,Santa Cruz,1900,230,31078,4740,680,300,0,0,31863
2017,1,Santa Fe,4966,39463,340418,77152,83008,15775,1831,0,562613
2017,1,Santiago Del Estero,260,3772,21659,6218,2786,170,0,0,34478
2017,1,Tierra Del Fuego,160,2850,35409,0,0,0,0,0,35710
2017,1,Tucumán,960,9682,86470,39155,15951,1383,13,0,152750
2016,4,Buenos Aires,6055,86281,2085605,403575,467398,72348,17279,0,3138541
2016,4,Capital Federal,5170,1477,704324,225723,264582,53506,16756,0,1266885
2016,4,Catamarca,150,3478,16519,4889,2077,540,0,0,27032
2016,4,Chaco,1910,3983,45634,21323,14887,2586,250,0,88854
2016,4,Chubut,4010,4493,73951,1352,0,0,0,0,80197
2016,4,Córdoba,500,2938,404645,77966,108368,15458,1606,0,637473
2016,4,Corrientes,150,6109,48995,20187,10908,1645,234,0,88093
2016,4,Entre Ríos,168,8253,110296,38491,19509,1801,280,0,180310
2016,4,Formosa,1573,3519,15791,4114,3855,6490,17,0,29518
2016,4,Jujuy,3030,6225,27778,6143,2134,430,0,0,42626
2016,4,La Pampa,3680,9789,56694,160,3350,1320,11,0,67345
2016,4,La Rioja,90,1646,9635,3334,1675,130,3,0,16315
2016,4,Mendoza,1140,160,177194,790,490,50,20,0,177477
2016,4,Misiones,101,4783,47454,23433,18371,2215,126,0,97392
2016,4,Neuquén,1539,1406,84859,7920,14153,3073,271,0,106093
2016,4,Río Negro,9980,2953,92967,2480,6317,1174,122,0,104779
2016,4,Salta,5770,5027,71636,20787,8611,2390,70,0,106947
2016,4,San Juan,80,2200,58608,0,0,0,4,0,58840
2016,4,San Luis,80,40,14014,0,0,10,2,0,14029
2016,4,Santa Cruz,1890,230,31369,3420,800,100,0,0,32013
2016,4,Santa Fe,4966,40102,349722,74401,77667,13155,1529,0,561542
2016,4,Santiago Del Estero,260,3925,22246,6178,2664,150,0,0,35054
2016,4,Tierra Del Fuego,160,2850,35409,0,0,0,0,0,35710
2016,4,Tucumán,960,10021,87994,37721,14389,14,10,0,151631
2016,3,Buenos Aires,5856,107945,2148475,39353,399116,529,13318,0,3121140
2016,3,Capital Federal,3310,9950,759028,208249,240856,38341,13886,0,1261686
2016,3,Catamarca,150,4038,16183,4845,1853,500,0,0,26984
2016,3,Chaco,1900,5227,46821,21193,13746,2022,217,0,89416
2016,3,Chubut,4660,519,74375,6740,0,0,0,0,80705
2016,3,Córdoba,480,41329,415075,75988,99225,11691,1322,0,644678
2016,3,Corrientes,150,7425,49471,19956,10006,1263,210,0,88346
2016,3,Entre Ríos,1768,10657,110844,38665,17737,1307,248,0,181226
2016,3,Formosa,1723,4277,15581,3964,3658,6480,10,0,29861
2016,3,Jujuy,2860,6878,27425,5943,1978,310,0,0,42541
2016,3,La Pampa,3740,10187,55792,150,2240,1140,11,0,66717
2016,3,La Rioja,90,2349,9686,3316,1562,110,2,0,16935
2016,3,Mendoza,370,100,178186,730,480,50,17,0,178376
2016,3,Misiones,101,603,48871,23394,17043,1559,91,0,97998
2016,3,Neuquén,1531,1527,87404,6800,12541,2118,225,0,106026
2016,3,Río Negro,1007,6026,90689,2070,5953,7900,99,0,104771
2016,3,Salta,1107,6922,71214,20229,8099,1970,50,0,107818
2016,3,San Juan,80,2450,58577,0,0,0,2,0,58832
2016,3,San Luis,70,40,14077,0,0,10,2,0,14091
2016,3,Santa Cruz,1890,220,31904,2210,520,90,0,0,32397
2016,3,Santa Fe,3958,49501,360606,72657,69864,1021,1308,0,568104
2016,3,Santiago Del Estero,260,5097,22747,6216,2497,90,0,0,36592
2016,3,Tierra Del Fuego,160,2850,35080,0,0,0,0,0,35381
2016,3,Tucumán,1270,12247,87970,36518,1315,1288,4,0,151304
2016,2,Buenos Aires,10786,133385,2250898,335296,334723,31494,11933,0,3108515
2016,2,Capital Federal,4352,1736,859039,146091,21301,19597,13477,0,1257302
2016,2,Catamarca,150,5736,14742,4567,1496,470,1,0,26604
2016,2,Chaco,1970,8063,45823,20346,1209,1571,201,0,88291
2016,2,Chubut,5720,5421,73078,7750,0,0,0,0,79846
2016,2,Córdoba,2580,5705,437547,7198,82618,8355,1242,0,659050
2016,2,Corrientes,410,10018,47916,192,8851,8030,191,0,87020
2016,2,Entre Ríos,4734,16368,115000,36917,15522,8490,205,0,189595
2016,2,Formosa,1675,5401,14370,3569,3218,5930,10,0,28836
2016,2,Jujuy,2561,8292,25301,5589,175,30,0,0,43496
2016,2,La Pampa,4290,10616,63928,150,1190,960,11,0,75214
2016,2,La Rioja,100,3151,9043,319,1344,30,5,0,16746
2016,2,Mendoza,4370,300,176922,610,440,50,20,0,177519
2016,2,Misiones,1973,7899,49586,21385,1482,1073,96,0,96832
2016,2,Neuquén,1916,1691,88854,5830,10241,1285,208,0,104778
2016,2,Río Negro,1189,6107,92158,1940,4877,5200,86,0,105131
2016,2,Salta,216,10123,70875,18759,7129,1400,49,0,109235
2016,2,San Juan,100,2730,57589,0,0,0,4,0,57876
2016,2,San Luis,120,40,13931,0,0,10,2,0,13950
2016,2,Santa Cruz,2440,260,31995,1420,200,0,0,0,32427
2016,2,Santa Fe,9486,67325,374960,68505,60469,6509,1277,0,588531
2016,2,Santiago Del Estero,7040,6705,22208,5943,2108,10,0,0,37669
2016,2,Tierra Del Fuego,160,2860,38773,0,0,0,0,0,39075
2016,2,Tucumán,2310,18515,83945,33891,1131,1032,2,0,148926
2016,1,Buenos Aires,7351,9788,2214760,289929,247372,8315,9529,0,2875136
2016,1,Capital Federal,231,43686,869048,178665,192644,6577,10838,0,1303768
2016,1,Catamarca,150,6102,14653,4241,1334,420,1,0,26388
2016,1,Chaco,1940,8755,46304,19388,10587,1238,184,0,86650
2016,1,Chubut,940,5095,72396,1066,0,0,0,0,78651
2016,1,Córdoba,1480,59484,414452,65763,66455,4143,1039,0,611484
2016,1,Corrientes,290,1069,47833,18375,7911,5260,170,0,85534
2016,1,Entre Ríos,2864,17749,104137,35104,14057,4570,165,0,174533
2016,1,Formosa,1738,5731,14163,3229,2906,5440,5,0,28316
2016,1,Jujuy,2543,8558,22383,5188,1623,0,0,0,40295
2016,1,La Pampa,4260,11065,52117,150,780,710,11,0,63783
2016,1,La Rioja,100,3382,9060,298,1254,20,3,0,16691
2016,1,Mendoza,2350,210,175376,470,430,50,17,0,175744
2016,1,Misiones,9590,8502,50061,19195,13363,7790,68,0,92927
2016,1,Neuquén,172,1737,86310,4790,7893,1430,171,0,98453
2016,1,Río Negro,1171,6105,90038,2030,4246,770,81,0,101921
2016,1,Salta,1119,10765,65646,17748,6643,1190,31,0,102071
2016,1,San Juan,90,3090,56447,0,0,0,2,0,56767
2016,1,San Luis,80,40,13645,0,0,10,2,0,13660
2016,1,Santa Cruz,1680,290,32188,80,0,0,0,0,32393
2016,1,Santa Fe,6492,71565,353525,64117,51293,3754,1063,0,551809
2016,1,Santiago Del Estero,7030,7219,22805,5769,1898,0,0,0,38394
2016,1,Tierra Del Fuego,160,2850,33003,0,0,0,0,0,33304
2016,1,Tucumán,1060,20092,84008,3149,10046,8710,0,0,146613
2015,4,Buenos Aires,7985,100303,2253197,27456,240188,3835,8180,0,2888246
2015,4,Capital Federal,2417,46568,916813,172029,198635,3087,10899,0,1350450
2015,4,Catamarca,150,6513,14484,4106,1313,390,1,0,26471
2015,4,Chaco,1940,9593,46771,18608,10092,1136,159,0,86553
2015,4,Chubut,6250,5774,71881,1680,0,0,0,0,78448
2015,4,Córdoba,1480,63746,427471,62989,67151,3336,1088,0,625929
2015,4,Corrientes,290,11248,48104,17877,7569,4560,150,0,85433
2015,4,Entre Ríos,2865,18883,104224,33989,13668,3990,163,0,174191
2015,4,Formosa,1791,6081,14279,2704,2713,5190,4,0,28091
2015,4,Jujuy,2551,8876,21867,5044,1587,0,0,0,39925
2015,4,La Pampa,5920,12951,48798,160,630,490,10,0,62479
2015,4,La Rioja,100,3638,9127,2937,1215,20,3,0,16932
2015,4,Mendoza,2410,230,174719,380,410,50,13,0,175080
2015,4,Misiones,9590,9169,51029,17281,1369,6750,52,0,92855
2015,4,Neuquén,1727,2061,89678,4550,7934,90,175,0,102039
2015,4,Río Negro,3282,4473,89062,2010,4024,50,75,0,101122
2015,4,Salta,1122,11387,65677,17139,6507,990,5,0,101936
2015,4,San Juan,90,3860,55761,0,0,0,2,0,56158
2015,4,San Luis,80,40,13473,0,0,10,2,0,13488
2015,4,Santa Cruz,1880,260,32338,30,0,0,0,0,32555
2015,4,Santa Fe,6659,7577,361264,60985,51258,3079,1189,0,560204
2015,4,Santiago Del Estero,7030,7836,23074,5669,1856,0,0,0,39138
2015,4,Tierra Del Fuego,160,2850,32662,0,0,0,0,0,32963
2015,4,Tucumán,1070,218,83887,29942,9507,8370,0,0,146080
2015,3,Buenos Aires,8361,107351,2266948,262564,200491,2642,7720,0,2856078
2015,3,Capital Federal,2448,4934,942525,159618,175594,2028,10022,0,1341574
2015,3,Catamarca,150,6871,14206,4143,8120,430,1,0,26091
2015,3,Chaco,2400,10353,47131,19016,7498,9790,157,0,85374
2015,3,Chubut,6410,5886,71668,1670,0,0,0,0,78362
2015,3,Córdoba,1500,68765,429787,61109,59372,2582,1048,0,622813
2015,3,Corrientes,330,11921,48127,18168,6111,4530,146,0,84959
2015,3,Entre Ríos,2863,20385,103990,34788,9924,3840,153,0,172487
2015,3,Formosa,1862,6521,14354,2791,1842,3790,2,0,27751
2015,3,Jujuy,2549,9278,21588,5169,9660,0,0,0,39550
2015,3,La Pampa,6130,13087,47660,90,550,390,10,0,61473
2015,3,La Rioja,100,384,9102,2984,8320,0,3,0,16771
2015,3,Mendoza,2560,250,173430,450,180,50,13,0,173792
2015,3,Misiones,9580,9809,51234,17367,11654,5590,43,0,91624
2015,3,Neuquén,1733,2124,85044,2100,6599,20,155,0,95867
2015,3,Río Negro,3372,4457,88691,990,3826,10,62,0,100508
2015,3,Salta,1126,12223,65405,17451,4318,610,5,0,100589
2015,3,San Juan,90,3910,54963,0,0,0,2,0,55365
2015,3,San Luis,90,40,13286,0,0,10,2,0,13302
2015,3,Santa Cruz,1900,250,32266,20,0,0,0,0,32483
2015,3,Santa Fe,6767,80817,363177,59531,42021,232,1133,0,555766
2015,3,Santiago Del Estero,7030,8332,23158,5956,1249,0,0,0,39398
2015,3,Tierra Del Fuego,150,2850,36408,20,0,0,0,0,36710
2015,3,Tucumán,1070,23687,83654,29998,6232,6230,0,0,144301
2015,2,Buenos Aires,8714,137189,2299705,243503,159922,201,6712,0,2857754
2015,2,Capital Federal,2493,51799,990112,148569,142976,1482,9258,0,1346690
2015,2,Catamarca,150,7253,14003,3776,5930,370,1,0,25678
2015,2,Chaco,2880,11058,47551,17675,6337,7880,149,0,83846
2015,2,Chubut,6560,6032,55791,1680,0,0,0,0,62647
2015,2,Córdoba,1560,72695,434717,54993,46415,1956,903,0,611835
2015,2,Corrientes,340,12542,48015,17184,5039,3790,126,0,83319
2015,2,Entre Ríos,2864,21986,104043,32293,7867,3540,136,0,169543
2015,2,Formosa,1881,6907,14247,2436,1324,2570,1,0,27053
2015,2,Jujuy,2479,9474,20248,4792,7300,0,0,0,37723
2015,2,La Pampa,5737,8182,46235,270,240,250,10,0,60240
2015,2,La Rioja,100,4082,9093,268,6410,0,3,0,16509
2015,2,Mendoza,2680,260,170451,420,160,50,13,0,170821
2015,2,Misiones,9580,1036,51671,15022,10072,4080,33,0,88524
2015,2,Neuquén,1755,2348,82727,2140,5168,20,110,0,92324
2015,2,Río Negro,3413,4525,87362,970,324,10,51,0,98689
2015,2,Salta,1123,1302,64737,16241,3114,290,5,0,98269
2015,2,San Juan,80,4100,51568,0,0,0,2,0,51988
2015,2,San Luis,90,40,13204,0,0,10,2,0,13220
2015,2,Santa Cruz,2100,250,25519,20,0,0,0,0,25756
2015,2,Santa Fe,6827,86016,364441,53205,33894,1856,1014,0,547253
2015,2,Santiago Del Estero,7030,8779,23456,5553,8880,0,0,0,39379
2015,2,Tierra Del Fuego,150,2850,36073,20,0,0,0,0,36375
2015,2,Tucumán,1070,25178,83462,26966,4502,4550,0,0,140670
2015,1,Buenos Aires,8882,123589,2267852,22007,126958,1561,5700,0,2754612
2015,1,Capital Federal,2545,59084,1013510,134151,114569,1195,8401,0,1333455
2015,1,Catamarca,130,7634,13754,3202,5170,90,1,0,25130
2015,1,Chaco,260,12053,47425,15883,5346,4890,135,0,81357
2015,1,Chubut,6510,6176,57333,1020,0,0,0,0,64262
2015,1,Córdoba,1570,78427,432802,46574,37443,1615,815,0,597833
2015,1,Corrientes,360,13295,47842,15554,4424,2350,98,0,81484
2015,1,Entre Ríos,2867,23951,104168,28113,6926,2740,119,0,166418
2015,1,Formosa,1891,7336,14413,2024,8780,1570,1,0,26700
2015,1,Jujuy,2458,9754,19858,3939,6030,0,0,0,36612
2015,1,La Pampa,6059,8054,45038,260,100,130,10,0,59210
2015,1,La Rioja,110,4201,9379,2207,5330,0,3,0,16334
2015,1,Mendoza,2870,240,169763,380,160,60,11,0,170145
2015,1,Misiones,9580,11136,51906,12387,8543,1940,26,0,85150
2015,1,Neuquén,1895,2577,80787,1700,4067,20,76,0,89574
2015,1,Río Negro,3371,4913,86173,940,2632,20,42,0,97227
2015,1,Salta,1123,14151,64992,13955,2569,150,5,0,96810
2015,1,San Juan,80,4450,51346,0,0,0,2,0,51801
2015,1,San Luis,100,80,12720,0,10,0,2,0,12741
2015,1,Santa Cruz,2050,270,26048,20,0,0,0,0,26282
2015,1,Santa Fe,6883,93096,360964,4527,27597,1542,900,0,536252
2015,1,Santiago Del Estero,7010,9236,23136,4796,7480,0,0,0,38617
2015,1,Tierra Del Fuego,140,6090,36319,20,0,0,0,0,36944
2015,1,Tucumán,1070,27143,83895,23061,3722,3340,0,0,138262
2014,4,Buenos Aires,8226,132937,2250445,20362,104322,9970,5406,0,2705954
